ID,Acronym,Name,Sector,Type,Saved_Filename,File_Size_Bytes,Official_Logo_URL,Audit_Status,Classification,Audit_Notes
66,IIT,Indian Institute of Technology Roorkee (IIT),Education & Research,IIT,066_IIT_Indian_Institute_of_Technology_Roorkee_(IIT).svg,141364,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/IIT_Roorkee_logo.png/250px-IIT_Roorkee_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
67,NIT,National Institute of Technology Calicut (NIT),Education & Research,NIT,067_NIT_National_Institute_of_Technology_Calicut_(NIT).svg,56958,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/National_Institute_of_Technology%2C_Calicut_Logo.png/250px-National_Institute_of_Technology%2C_Calicut_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
68,NIT,National Institute of Technology Durgapur (NIT),Education & Research,NIT,068_NIT_National_Institute_of_Technology_Durgapur_(NIT).svg,111015,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/National_Institute_of_Technology%2C_Durgapur_Logo.svg/250px-National_Institute_of_Technology%2C_Durgapur_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
69,NIT,National Institute of Technology Nagpur (NIT),Education & Research,NIT,069_NIT_Visvesvaraya_National_Institute_of_Technology_VNIT.jpeg,63003,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Visvesvaraya_National_Institute_of_Technology_logo.png/250px-Visvesvaraya_National_Institute_of_Technology_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
70,NIT,National Institute of Technology Rourkela (NIT),Education & Research,NIT,070_NIT_National_Institute_of_Technology_Rourkela_(NIT).svg,37053,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/National_Institute_of_Technology_Rourkela_Logo.svg/250px-National_Institute_of_Technology_Rourkela_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
71,NIT,National Institute of Technology Surathkal (NIT),Education & Research,NIT,071_NIT_National_Institute_of_Technology_Karnataka_NITK.png,74885,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/National_Institute_of_Technology_Karnataka_Logo.svg/250px-National_Institute_of_Technology_Karnataka_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
72,NIT,National Institute of Technology Trichy (NIT),Education & Research,NIT,072_NIT_National_Institute_of_Technology_Trichy_(NIT).jpg,36157,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/NIT_Trichy_logo.png/250px-NIT_Trichy_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
73,NIT,National Institute of Technology Warangal (NIT),Education & Research,NIT,073_NIT_National_Institute_of_Technology_Warangal_(NIT).png,32285,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/NIT_Warangal_logo.png/250px-NIT_Warangal_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
74,AIIMS,All India Institute of Medical Sciences Bhopal (AIIMS),Health & Medicine,AIIMS,074_AIIMS_All_India_Institute_of_Medical_Sciences_Bhopal_AIIMS.png,137381,https://en.wikipedia.org/wiki/Special:FilePath/All%20India%20Institute%20of%20Medical%20Sciences%2C%20Bhopal%20Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Bhopal campus seal with Stupa motif
75,AIIMS,All India Institute of Medical Sciences Bhubaneswar (AIIMS),Health & Medicine,AIIMS,075_AIIMS_All_India_Institute_of_Medical_Sciences_Bhubaneswar_AIIMS.png,183311,https://en.wikipedia.org/wiki/Special:FilePath/AIIMS%20Bhubaneswar%20logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Bhubaneswar campus seal with Konark wheel motif
76,AIIMS,All India Institute of Medical Sciences Jodhpur (AIIMS),Health & Medicine,AIIMS,076_AIIMS_All_India_Institute_of_Medical_Sciences_Jodhpur_AIIMS.png,176938,https://en.wikipedia.org/wiki/Special:FilePath/The%20Official%20Seal%20of%20AIIMS%20Jodhpur.png,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Jodhpur campus seal
77,AIIMS,All India Institute of Medical Sciences New Delhi (AIIMS),Health & Medicine,AIIMS,077_AIIMS_All_India_Institute_of_Medical_Sciences_New_Delhi_(AIIMS).png,74258,https://upload.wikimedia.org/wikipedia/commons/2/29/AIIMS_New_Delhi.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
78,AIIMS,All India Institute of Medical Sciences Patna (AIIMS),Health & Medicine,AIIMS,078_AIIMS_All_India_Institute_of_Medical_Sciences_Patna_AIIMS.png,164337,https://en.wikipedia.org/wiki/Special:FilePath/All%20India%20Institute%20of%20Medical%20Sciences%2C%20Patna%20logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Patna campus seal
79,AIIMS,All India Institute of Medical Sciences Raipur (AIIMS),Health & Medicine,AIIMS,079_AIIMS_All_India_Institute_of_Medical_Sciences_Raipur_AIIMS.png,172988,https://en.wikipedia.org/wiki/Special:FilePath/All%20India%20Institute%20of%20Medical%20Sciences%2C%20Raipur%20logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Raipur campus seal
80,AIIMS,All India Institute of Medical Sciences Rishikesh (AIIMS),Health & Medicine,AIIMS,080_AIIMS_All_India_Institute_of_Medical_Sciences_Rishikesh_AIIMS.svg,149284,https://en.wikipedia.org/wiki/Special:FilePath/All%20India%20Institute%20of%20Medical%20Sciences%2C%20Rishikesh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Official AIIMS Rishikesh campus seal with Himalayas/Ganga motif
81,AAI,Airports Authority of India (AAI),Public Sector Undertaking,Central PSU,081_AAI_Airports_Authority_of_India_(AAI).png,45968,https://upload.wikimedia.org/wikipedia/commons/9/92/Airports_authority_of_India_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
82,BDL,Bharat Dynamics Limited (BDL),Public Sector Undertaking,Central PSU,082_BDL_Bharat_Dynamics_Limited_(BDL).svg,108774,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Bharat_Dynamics_logo.svg/220px-Bharat_Dynamics_logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
83,BEML,Bharat Earth Movers Limited (BEML),Public Sector Undertaking,Central PSU,083_BEML_Bharat_Earth_Movers_Limited_(BEML).svg,36045,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/BEML_Limited_Logo.svg/220px-BEML_Limited_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
84,BEL,Bharat Electronics Limited (BEL),Public Sector Undertaking,Central PSU,084_BEL_Bharat_Electronics_Limited_(BEL).svg,132685,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Bharat_Electronics_logo.svg/220px-Bharat_Electronics_logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
85,BHEL,Bharat Heavy Electricals Limited (BHEL),Public Sector Undertaking,Central PSU,085_BHEL_Bharat_Heavy_Electricals_Limited_(BHEL).svg,6817,https://upload.wikimedia.org/wikipedia/commons/c/c5/BHEL_logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
86,BPCL,Bharat Petroleum Corporation Limited (BPCL),Public Sector Undertaking,Central PSU,086_BPCL_Bharat_Petroleum_Corporation_Limited_(BPCL).webp,13814,https://upload.wikimedia.org/wikipedia/commons/9/90/Bharat_Petroleum_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
87,BSNL,Bharat Sanchar Nigam Limited (BSNL),Public Sector Undertaking,Central PSU,087_BSNL_Bharat_Sanchar_Nigam_Limited_(BSNL).jpg,76394,https://upload.wikimedia.org/wikipedia/commons/9/94/BSNL_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
88,CIL,Coal India Limited (CIL),Public Sector Undertaking,Central PSU,088_CIL_Coal_India_Limited_(CIL).svg,29942,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Coal_India_Logo.svg/220px-Coal_India_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
89,CONCOR,Container Corporation of India (CONCOR),Public Sector Undertaking,Central PSU,089_CONCOR_Container_Corporation_of_India_(CONCOR).svg,10990,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Container_Corporation_of_India_Logo.svg/220px-Container_Corporation_of_India_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
90,EIL,Engineers India Limited (EIL),Public Sector Undertaking,Central PSU,090_EIL_Engineers_India_Limited_(EIL).svg,11644,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Engineers_India_Limited_Logo.svg/220px-Engineers_India_Limited_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
91,FCI,Food Corporation of India (FCI),Public Sector Undertaking,Central PSU,091_FCI_Food_Corporation_of_India_(FCI).svg,16261,https://upload.wikimedia.org/wikipedia/commons/e/ec/FCI_logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
92,GAIL,GAIL India Limited (GAIL),Public Sector Undertaking,Central PSU,092_GAIL_GAIL_India_Limited_(GAIL).webp,18256,https://upload.wikimedia.org/wikipedia/commons/c/c3/GAIL_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
93,GRSE,Garden Reach Shipbuilders (GRSE),Public Sector Undertaking,Central PSU,093_GRSE_Garden_Reach_Shipbuilders_(GRSE).jpg,44699,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Garden_Reach_Shipbuilders_%26_Engineers_Logo.svg/220px-Garden_Reach_Shipbuilders_%26_Engineers_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
94,HAL,Hindustan Aeronautics Limited (HAL),Public Sector Undertaking,Central PSU,094_HAL_Hindustan_Aeronautics_Limited_(HAL).svg,111944,https://upload.wikimedia.org/wikipedia/commons/7/74/Hindustan_Aeronautics_Limited_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
95,HPCL,Hindustan Petroleum Corporation Limited (HPCL),Public Sector Undertaking,Central PSU,095_HPCL_Hindustan_Petroleum_Corporation_Limited_(HPCL).svg,41391,https://upload.wikimedia.org/wikipedia/commons/c/c6/Hindustan_Petroleum_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
96,HUDCO,Housing and Urban Development Corporation (HUDCO),Public Sector Undertaking,Central PSU,096_HUDCO_Housing_and_Urban_Development_Corporation_(HUDCO).svg,8769,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/HUDCO_Logo.svg/220px-HUDCO_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
97,IRCON,IRCON International Limited (IRCON),Public Sector Undertaking,Central PSU,097_IRCON_Ircon_International_Limited_IRCON.svg,7379,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Ircon_International_logo.svg/220px-Ircon_International_logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
98,IOCL,Indian Oil Corporation Limited (IOCL),Public Sector Undertaking,Central PSU,098_IOCL_Indian_Oil_Corporation_Limited_(IOCL).svg,21302,https://upload.wikimedia.org/wikipedia/commons/d/de/Indian_Oil_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
99,IRCTC,Indian Railway Catering and Tourism Corporation (IRCTC),Public Sector Undertaking,Central PSU,099_IRCTC_Indian_Railway_Catering_and_Tourism_Corporation_(IRCTC).svg,30176,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/IRCTC_Logo.svg/220px-IRCTC_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
100,MTNL,Mahanagar Telephone Nigam Limited (MTNL),Public Sector Undertaking,Central PSU,100_MTNL_Mahanagar_Telephone_Nigam_Limited_(MTNL).svg,2475,https://upload.wikimedia.org/wikipedia/commons/9/91/Mahanagar_Telephone_Nigam_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
101,MDL,Mazagon Dock Shipbuilders Limited (MDL),Public Sector Undertaking,Central PSU,101_MDL_Mazagon_Dock_Shipbuilders_Limited_MDL.svg,40234,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Mazagon_Dock_Shipbuilders_Logo.svg/220px-Mazagon_Dock_Shipbuilders_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
102,NLCIL,NLC India Limited (NLCIL),Public Sector Undertaking,Central PSU,102_NLCIL_NLC_India_Limited_(NLCIL).jpg,64080,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/NLC_India_Limited_Logo.svg/220px-NLC_India_Limited_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
103,NTPC,NTPC Limited (NTPC),Public Sector Undertaking,Central PSU,103_NTPC_NTPC_Limited_(NTPC).svg,99935,https://upload.wikimedia.org/wikipedia/commons/c/c2/NTPC_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
104,NALCO,National Aluminium Company (NALCO),Public Sector Undertaking,Central PSU,104_NALCO_National_Aluminium_Company_(NALCO).svg,304588,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/National_Aluminium_Company_Logo.svg/220px-National_Aluminium_Company_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
105,NBCC,National Buildings Construction Corporation (NBCC),Public Sector Undertaking,Central PSU,105_NBCC_NBCC_India_Limited.svg,29878,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/NBCC_India_Logo.svg/220px-NBCC_India_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
106,NMDC,National Mineral Development Corporation (NMDC),Public Sector Undertaking,Central PSU,106_NMDC_National_Mineral_Development_Corporation_(NMDC).svg,49166,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/NMDC_Limited_Logo.svg/220px-NMDC_Limited_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
107,NPCIL,Nuclear Power Corporation of India Limited (NPCIL),Public Sector Undertaking,Central PSU,107_NPCIL_Nuclear_Power_Corporation_of_India_NPCIL.svg,119340,https://upload.wikimedia.org/wikipedia/commons/1/19/Nuclear_Power_Corporation_of_India_logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
108,OIL,Oil India Limited (OIL),Public Sector Undertaking,Central PSU,108_OIL_Oil_India_Limited_(OIL).svg,20153,https://upload.wikimedia.org/wikipedia/commons/9/9f/Oil_India_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
109,ONGC,Oil and Natural Gas Corporation (ONGC),Public Sector Undertaking,Central PSU,109_ONGC_Oil_and_Natural_Gas_Corporation_(ONGC).svg,30827,https://upload.wikimedia.org/wikipedia/commons/4/47/ONGC_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
110,PFC,Power Finance Corporation (PFC),Public Sector Undertaking,Central PSU,110_PFC_Power_Finance_Corporation_(PFC).svg,446655,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Power_Finance_Corporation_Logo.svg/220px-Power_Finance_Corporation_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
111,POWERGRID,Power Grid Corporation of India Limited (POWERGRID),Public Sector Undertaking,Central PSU,111_POWERGRID_Power_Grid_Corporation_of_India_Limited_(POWERGRID).svg,23673,https://upload.wikimedia.org/wikipedia/commons/4/4c/Power_Grid_Corporation_of_India_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
112,RITES,RITES Limited (RITES),Public Sector Undertaking,Central PSU,112_RITES_RITES_Limited.svg,50168,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/RITES_Logo.svg/220px-RITES_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
113,RVNL,Rail Vikas Nigam Limited (RVNL),Public Sector Undertaking,Central PSU,113_RVNL_Rail_Vikas_Nigam_Limited_(RVNL).png,17718,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Rail_Vikas_Nigam_Logo.svg/220px-Rail_Vikas_Nigam_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
114,RINL,Rashtriya Ispat Nigam Limited (RINL),Public Sector Undertaking,Central PSU,114_RINL_Rashtriya_Ispat_Nigam_Limited_RINL.svg,62374,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Rashtriya_Ispat_Nigam_Logo.svg/220px-Rashtriya_Ispat_Nigam_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
115,REC,Rural Electrification Corporation (REC),Public Sector Undertaking,Central PSU,115_REC_Rural_Electrification_Corporation_(REC).webp,20094,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/REC_Limited_Logo.svg/220px-REC_Limited_Logo.svg.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
116,SCI,Shipping Corporation of India (SCI),Public Sector Undertaking,Central PSU,116_SCI_Shipping_Corporation_of_India_(SCI).svg,29626,https://upload.wikimedia.org/wikipedia/commons/8/81/Shipping_Corporation_of_India_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
117,SAIL,Steel Authority of India Limited (SAIL),Public Sector Undertaking,Central PSU,117_SAIL_Steel_Authority_of_India_Limited_(SAIL).svg,7867,https://upload.wikimedia.org/wikipedia/commons/0/07/Steel_Authority_of_India_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
118,RRB / RRC Centralized Logo,Indian Railways (RRB / RRC Centralized Logo),Railways,Recruitment Board,118_RRB_RRC_Centralized_Logo_Indian_Railways_(RRB_RRC_Centralized_Logo).jpg,79800,https://upload.wikimedia.org/wikipedia/commons/a/ab/Indian_Railways_logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
119,BARC,Bhabha Atomic Research Centre (BARC),Science & Research,Apex Research Organization,119_BARC_Bhabha_Atomic_Research_Centre_(BARC).png,303904,https://upload.wikimedia.org/wikipedia/commons/3/3d/Bhabha_Atomic_Research_Centre_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
120,CSIR,Council of Scientific and Industrial Research (CSIR),Science & Research,Apex Research Organization,120_CSIR_Council_of_Scientific_and_Industrial_Research_(CSIR).png,160021,https://upload.wikimedia.org/wikipedia/commons/c/cc/CSIR_India.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
121,DRDO,Defence Research and Development Organisation (DRDO),Science & Research,Apex Research Organization,121_DRDO_Defence_Research_and_Development_Organisation_(DRDO).svg,855338,https://upload.wikimedia.org/wikipedia/commons/6/6f/DRDO_seal.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
122,DAE,Department of Atomic Energy (DAE),Science & Research,Apex Research Organization,122_DAE_Department_of_Atomic_Energy_DAE.svg,158549,https://en.wikipedia.org/wiki/Special:FilePath/Department%20of%20Atomic%20Energy.svg,DOWNLOADED,VERIFIED_SPECIFIC,Official Department of Atomic Energy (DAE) atomic emblem
123,ICAR,Indian Council of Agricultural Research (ICAR),Science & Research,Apex Research Organization,123_ICAR_Indian_Council_of_Agricultural_Research_(ICAR).svg,7971,https://upload.wikimedia.org/wikipedia/commons/7/7b/Indian_Council_of_Agricultural_Research_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
124,ICMR,Indian Council of Medical Research (ICMR),Science & Research,Apex Research Organization,124_ICMR_Indian_Council_of_Medical_Research_(ICMR).svg,61652,https://upload.wikimedia.org/wikipedia/commons/4/4e/Indian_Council_of_Medical_Research_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
125,ISRO,Indian Space Research Organisation (ISRO),Science & Research,Apex Research Organization,125_ISRO_Indian_Space_Research_Organisation_(ISRO).svg,6264,https://upload.wikimedia.org/wikipedia/commons/b/bd/Indian_Space_Research_Organisation_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
126,APPRB,Andhra Pradesh Police Recruitment Board,State Government,State Commission / Board,126_APPRB_Andhra_Pradesh_Police_Recruitment_Board.png,37331,https://upload.wikimedia.org/wikipedia/te/e/ea/Appolice%28emblem%29.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
127,APPSC,Andhra Pradesh Public Service Commission (APPSC),State Government,State Commission / Board,127_APPSC_Andhra_Pradesh_Public_Service_Commission_(APPSC).svg,892407,https://upload.wikimedia.org/wikipedia/commons/3/37/Emblem_of_Andhra_Pradesh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
128,APSEP,Andhra Pradesh State Electricity / Power Generation Board,State Government,State Commission / Board,128_APSEP_Andhra_Pradesh_State_Electricity_Power_Generation_Board.png,92669,https://apgenco.gov.in/includes/assets/images/logos/apgenco2.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
129,APSRT,Andhra Pradesh State Road Transport Corporation,State Government,State Commission / Board,129_APSRT_Andhra_Pradesh_State_Road_Transport_Corporation.gif,18336,https://www.apsrtc.ap.gov.in/images/apsrtc_logo1.gif,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
130,APPRB,Arunachal Pradesh Police Recruitment Board,State Government,State Commission / Board,130_APPRB_Arunachal_Pradesh_Police_Recruitment_Board.png,17567,https://upload.wikimedia.org/wikipedia/en/c/c9/Arunachal_Pradesh_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
131,APPSC,Arunachal Pradesh Public Service Commission (APPSC),State Government,State Commission / Board,131_APPSC_Arunachal_Pradesh_Public_Service_Commission_(APPSC).svg,242151,https://upload.wikimedia.org/wikipedia/commons/d/d4/Emblem_of_Arunachal_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
132,APSEP,Arunachal Pradesh State Electricity / Power Generation Board,State Government,State Commission / Board,132_APSEP_Arunachal_Pradesh_State_Electricity_Power_Generation_Board.svg,242151,https://upload.wikimedia.org/wikipedia/commons/d/d4/Emblem_of_Arunachal_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
133,APSRT,Arunachal Pradesh State Road Transport Corporation,State Government,State Commission / Board,133_APSRT_Arunachal_Pradesh_State_Road_Transport_Corporation.svg,242151,https://en.wikipedia.org/wiki/Special:FilePath/Arunachal%20Pradesh%20Seal.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
134,APRB,Assam Police Recruitment Board,State Government,State Commission / Board,134_APRB_Assam_Police_Recruitment_Board.png,203501,https://upload.wikimedia.org/wikipedia/en/2/24/Assam_Police_badge.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
135,APSC,Assam Public Service Commission (APSC),State Government,State Commission / Board,135_APSC_Assam_Public_Service_Commission_(APSC).webp,55574,https://upload.wikimedia.org/wikipedia/commons/7/70/Emblem_of_Assam.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
136,ASEPG,Assam State Electricity / Power Generation Board,State Government,State Commission / Board,136_ASEPG_Assam_State_Electricity_Power_Generation_Board.png,18579,https://kamrup.assam.gov.in/sites/default/files/inline-images/APDCL-ORG_0.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Assam Power Distribution Company Limited (APDCL) corporate logo
137,ASRTC,Assam State Road Transport Corporation,State Government,State Commission / Board,137_ASRTC_Assam_State_Road_Transport_Corporation.webp,55574,https://upload.wikimedia.org/wikipedia/commons/7/70/Emblem_of_Assam.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
138,BPRB,Bihar Police Recruitment Board,State Government,State Commission / Board,138_BPRB_Bihar_Police_Recruitment_Board.svg,21760,https://upload.wikimedia.org/wikipedia/en/8/89/Bihar_Police_Logo.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
139,BPSC,Bihar Public Service Commission (BPSC),State Government,State Commission / Board,139_BPSC_Bihar_Public_Service_Commission_(BPSC).webp,27950,https://upload.wikimedia.org/wikipedia/commons/e/e9/Emblem_of_Bihar.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
140,BSEPG,Bihar State Electricity / Power Generation Board,State Government,State Commission / Board,140_BSEPG_Bihar_State_Electricity_Power_Generation_Board.png,983785,https://hrmspension.bsphcl.co.in:9010/images/bihar-logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
141,BSRTC,Bihar State Road Transport Corporation,State Government,State Commission / Board,141_BSRTC_Bihar_State_Road_Transport_Corporation.webp,27950,https://upload.wikimedia.org/wikipedia/commons/e/e9/Emblem_of_Bihar.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
142,CPRB,Chhattisgarh Police Recruitment Board,State Government,State Commission / Board,142_CPRB_Chhattisgarh_Police_Recruitment_Board.webp,97748,https://upload.wikimedia.org/wikipedia/commons/5/57/Emblem_of_Chhattisgarh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
143,CPSC,Chhattisgarh Public Service Commission (CPSC),State Government,State Commission / Board,143_CPSC_Chhattisgarh_Public_Service_Commission_(CPSC).webp,97748,https://upload.wikimedia.org/wikipedia/commons/5/57/Emblem_of_Chhattisgarh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
144,CSEPG,Chhattisgarh State Electricity / Power Generation Board,State Government,State Commission / Board,144_CSEPG_Chhattisgarh_State_Electricity_Power_Generation_Board.webp,97748,https://upload.wikimedia.org/wikipedia/commons/5/57/Emblem_of_Chhattisgarh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
145,CSRTC,Chhattisgarh State Road Transport Corporation,State Government,State Commission / Board,145_CSRTC_Chhattisgarh_State_Road_Transport_Corporation.webp,97748,https://upload.wikimedia.org/wikipedia/commons/5/57/Emblem_of_Chhattisgarh.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
146,DPRB,Delhi Police Recruitment Board,State Government,State Commission / Board,146_DPRB_Delhi_Police_Recruitment_Board.png,155755,https://upload.wikimedia.org/wikipedia/commons/0/09/Delhi_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
147,DPSC,Delhi Public Service Commission (DPSC),State Government,State Commission / Board,147_DPSC_Delhi_Public_Service_Commission_DPSC.png,14936,https://dsssb.delhi.gov.in/sites/default/files/DSSSB/logo/dsssb.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Delhi Subordinate Services Selection Board (DSSSB) seal
148,DSEPG,Delhi State Electricity / Power Generation Board,State Government,State Commission / Board,148_DSEPG_Delhi_State_Electricity_Power_Generation_Board.png,10659,https://dtl.gov.in/images/dtl-logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Delhi Transco Limited (DTL) corporate logo
